staff_id,pid,credential
108,2422,demand_aa_staff
109,268870,demand_state_staff
110,140158,demand_initial_staff
111,92995,demand_initial_staff
112,311654,demand_short_staff
113,187711,demand_short_staff
114,611269,
115,597306,demand_initial_staff
116,5462,demand_initial_staff
117,8482,demand_initial_staff
118,191172,demand_initial_staff
119,856527,
120,191172,demand_initial_staff
121,69276,demand_initial_staff
122,258836,demand_initial_staff
123,206817,demand_initial_staff
124,597306,
125,877521,demand_short_staff
126,521354,demand_initial_staff
127,306936,demand_state_staff
128,1065586,demand_initial_staff
129,289376,demand_initial_staff
130,268970,demand_initial_staff
131,285690,
132,1081497,demand_initial_staff
133,131815,demand_initial_staff
134,526277,demand_initial_staff
135,312094,demand_initial_staff
136,597306,demand_initial_staff
137,311654,demand_initial_staff
138,597306,demand_initial_staff
139,966591,demand_initial_staff
140,180502,demand_initial_staff
141,684271,
142,656,
143,806483,demand_initial_staff
144,605475,demand_short_staff
145,1095687,demand_short_staff
146,136168,demand_initial_staff
147,153870,
148,972499,demand_initial_staff
149,261524,demand_initial_staff
150,961601,demand_short_staff
151,1029537,demand_initial_staff
152,1163516,demand_initial_staff
153,147220,demand_initial_staff
154,280903,demand_initial_staff
155,6802,demand_initial_staff
156,1029537,demand_initial_staff
157,146003,demand_state_staff
158,635264,demand_initial_staff
159,134905,
160,294111,demand_initial_staff
161,67377,demand_initial_staff
162,2343,demand_short_staff
163,477,
164,597306,demand_initial_staff
165,921530,demand_initial_staff
166,292813,demand_initial_staff
167,779342,demand_short_staff
168,147220,demand_short_staff
169,512310,demand_initial_staff
170,1003521,demand_initial_staff
171,306080,demand_initial_staff
172,167244,demand_initial_staff
173,769444,demand_initial_staff
174,749230,demand_short_staff
175,106067,demand_initial_staff
176,923497,demand_initial_staff
177,312296,demand_initial_staff
178,443385,demand_initial_staff
179,128948,demand_initial_staff
180,139717,demand_initial_staff
181,330971,demand_initial_staff
182,153870,demand_initial_staff
183,741303,demand_short_staff
184,320596,
185,190623,demand_initial_staff
186,1081497,demand_initial_staff
187,330971,
188,921530,demand_short_staff
189,279444,demand_initial_staff
190,312296,demand_initial_staff
191,425315,demand_short_staff
192,189217,demand_initial_staff
193,130671,
194,966591,demand_initial_staff
195,212934,demand_initial_staff
196,1120514,demand_initial_staff
197,226621,demand_initial_staff
198,147220,demand_initial_staff
199,284433,demand_initial_staff
200,271215,demand_initial_staff
201,791430,demand_initial_staff
202,130671,
203,1023612,demand_initial_staff
204,90293,demand_initial_staff
205,120728,demand_initial_staff
206,780480,demand_initial_staff
207,541308,demand_initial_staff
208,26682,demand_initial_staff
209,276940,demand_initial_staff
210,233726,demand_initial_staff
211,1029666,demand_initial_staff
212,48462,demand_initial_staff
213,682237,demand_initial_staff
214,191926,demand_initial_staff
215,659276,
216,293848,demand_initial_staff
217,68357,demand_initial_staff
218,288418,demand_initial_staff
219,475274,demand_initial_staff
220,260739,
221,532280,demand_initial_staff
222,4648,demand_initial_staff
223,257234,demand_initial_staff
224,9705,demand_initial_staff
225,26682,demand_initial_staff
226,941521,demand_initial_staff
227,190623,demand_initial_staff
228,1095687,demand_short_staff
229,6670,demand_short_staff
230,783331,demand_initial_staff
231,14293,
232,276940,demand_initial_staff
233,311654,demand_initial_staff
234,526277,demand_initial_staff
235,5006,demand_state_staff
236,134935,demand_initial_staff
237,246360,
238,3738,demand_initial_staff
239,323226,demand_initial_staff
240,676268,demand_initial_staff
241,749267,demand_aa_staff
242,804487,demand_initial_staff
243,325745,
244,476281,demand_initial_staff
245,682240,demand_initial_staff
246,475334,demand_initial_staff
247,6953,demand_initial_staff
248,597306,demand_initial_staff
249,306936,demand_initial_staff
250,521354,demand_initial_staff
251,276940,demand_initial_staff
252,901521,demand_initial_staff
253,197852,demand_initial_staff
254,234861,demand_short_staff
255,853556,demand_short_staff
256,851550,demand_initial_staff
257,311650,demand_state_staff
258,475334,demand_initial_staff
259,250786,demand_initial_staff
260,201091,demand_initial_staff
261,490250,
262,506250,demand_initial_staff
263,5006,demand_initial_staff
264,199468,demand_initial_staff
265,233782,demand_initial_staff
266,296024,demand_initial_staff
267,300822,demand_initial_staff
268,5006,demand_initial_staff
269,684271,demand_short_staff
270,258836,demand_initial_staff
271,268970,demand_short_staff
272,804487,demand_short_staff
273,483412,demand_initial_staff
274,306936,demand_initial_staff
275,611269,demand_short_staff
276,258836,demand_short_staff
277,706087,demand_initial_staff
278,615253,demand_initial_staff
279,228175,demand_initial_staff
280,55143,demand_initial_staff
281,199468,demand_initial_staff
282,44570,
283,605475,demand_initial_staff
284,128154,demand_short_staff
285,272186,demand_initial_staff
286,526277,
287,179095,demand_initial_staff
288,268970,demand_short_staff
289,806483,demand_initial_staff
290,130671,demand_initial_staff
291,147558,demand_initial_staff
292,966591,demand_short_staff
293,508275,demand_short_staff
294,199468,demand_initial_staff
295,791430,demand_initial_staff
296,749269,
297,806483,demand_short_staff
298,134935,demand_initial_staff
299,32602,demand_initial_staff
300,512310,demand_initial_staff
301,101942,demand_state_staff
302,622245,demand_initial_staff
303,285690,demand_short_staff
304,838692,demand_initial_staff
305,418233,demand_initial_staff
306,292193,demand_initial_staff
307,1054552,demand_initial_staff
308,840507,demand_initial_staff
309,234062,demand_initial_staff
310,248577,demand_initial_staff
311,134880,demand_initial_staff
312,311391,demand_initial_staff
313,172511,demand_initial_staff
314,6802,demand_initial_staff
315,1155560,demand_initial_staff
316,311654,demand_short_staff
317,1824,demand_aa_staff
318,426444,demand_initial_staff
319,682257,demand_short_staff
320,526277,demand_initial_staff
321,288418,demand_initial_staff
322,1120514,demand_initial_staff
323,290203,demand_initial_staff
324,532280,demand_initial_staff
325,134942,demand_initial_staff
326,701032,demand_short_staff
327,235351,demand_initial_staff
328,134935,demand_initial_staff
329,489,demand_short_staff
330,849504,demand_initial_staff
331,297387,
332,190623,
333,234062,demand_initial_staff
334,286621,demand_short_staff
335,780518,demand_short_staff
336,682237,demand_short_staff
337,130671,
338,508275,
339,235868,demand_initial_staff
340,594372,demand_initial_staff
341,20364,
342,783360,demand_initial_staff
343,789468,demand_initial_staff
344,489,demand_aa_staff
345,856527,demand_initial_staff
346,281160,demand_state_staff
347,331637,demand_initial_staff
348,421241,demand_initial_staff
349,877521,demand_initial_staff
350,279127,demand_short_staff
351,1093500,demand_initial_staff
352,408306,
353,26682,demand_short_staff
354,470408,demand_initial_staff
355,286434,
356,425315,demand_short_staff
357,1095687,
358,296984,demand_initial_staff
359,597,demand_short_staff
360,780518,demand_initial_staff
361,615253,demand_initial_staff
362,214159,demand_initial_staff
363,791430,
364,497447,demand_initial_staff
365,1088566,
366,20364,
367,682257,demand_initial_staff
368,221204,demand_initial_staff
369,106067,demand_initial_staff
370,311654,demand_initial_staff
371,234062,demand_initial_staff
372,171255,demand_initial_staff
373,1155551,demand_initial_staff
374,234861,demand_initial_staff
375,874522,demand_initial_staff
376,306936,demand_initial_staff
377,272186,demand_short_staff
378,685368,demand_initial_staff
379,275945,demand_initial_staff
380,1125523,demand_short_staff
381,615253,demand_initial_staff
382,665256,demand_short_staff
383,323227,demand_initial_staff
384,219404,demand_initial_staff
385,260130,demand_initial_staff
386,750367,demand_initial_staff
387,268970,
388,597306,demand_initial_staff
389,465294,demand_initial_staff
390,134942,demand_short_staff
391,311670,demand_short_staff
392,285690,demand_initial_staff
393,106067,demand_initial_staff
394,512310,demand_initial_staff
395,5527,demand_initial_staff
396,779342,demand_short_staff
397,877521,demand_short_staff
398,827516,demand_initial_staff
399,326278,demand_initial_staff
400,659314,demand_initial_staff
401,280968,demand_short_staff
402,128215,demand_initial_staff
403,619280,demand_initial_staff
404,623258,demand_initial_staff
405,3738,demand_initial_staff
406,523235,demand_initial_staff
407,332485,demand_initial_staff
408,777356,demand_short_staff
409,172511,
410,623258,demand_initial_staff
411,285690,demand_initial_staff
412,297764,demand_initial_staff
413,682257,demand_short_staff
414,490250,demand_initial_staff
415,245290,demand_initial_staff
416,248577,demand_initial_staff
417,178803,demand_initial_staff
418,670254,demand_short_staff
419,611269,demand_initial_staff
420,691992,demand_initial_staff
421,134905,
422,213667,demand_initial_staff
423,327637,demand_initial_staff
424,597306,demand_initial_staff
425,206946,demand_short_staff
426,780518,
427,128948,demand_initial_staff
428,130671,demand_short_staff
429,875506,demand_initial_staff
430,167244,demand_initial_staff
431,10133,demand_initial_staff
432,69117,demand_short_staff
433,292813,demand_short_staff
434,5462,demand_initial_staff
435,327293,demand_initial_staff
436,961601,demand_state_staff
437,594372,demand_initial_staff
438,134935,demand_initial_staff
439,996,demand_short_staff
440,597306,
441,1013648,
442,760301,demand_initial_staff
443,219404,demand_initial_staff
444,306936,demand_initial_staff
445,302034,demand_initial_staff
446,520238,
447,206526,demand_initial_staff
448,611383,demand_initial_staff
449,779342,demand_short_staff
450,1066638,
451,139717,demand_initial_staff
452,78009,demand_initial_staff
453,128154,
454,134265,
455,966531,demand_short_staff
456,306936,demand_short_staff
457,532280,
458,244856,demand_initial_staff
459,263894,
460,856527,demand_initial_staff
461,311654,demand_initial_staff
462,213667,demand_initial_staff
463,213667,demand_initial_staff
464,171255,demand_initial_staff
465,930540,demand_initial_staff
466,261539,demand_state_staff
467,279444,demand_short_staff
468,438361,demand_initial_staff
469,442410,demand_initial_staff
470,1081497,demand_initial_staff
471,665256,demand_short_staff
472,128154,demand_short_staff
473,741303,demand_initial_staff
474,330971,demand_initial_staff
475,830498,demand_initial_staff
476,426444,demand_initial_staff
477,219404,demand_initial_staff
478,128215,demand_initial_staff
479,605475,demand_initial_staff
480,190670,demand_initial_staff
481,579299,
482,791430,
483,134880,demand_initial_staff
484,106067,demand_initial_staff
485,201091,demand_initial_staff
486,1083512,
487,290203,
488,290203,demand_initial_staff
489,425315,demand_initial_staff
490,966531,demand_initial_staff
491,665256,demand_short_staff
492,504239,demand_short_staff
493,279127,demand_short_staff
494,281160,demand_short_staff
495,113681,demand_initial_staff
496,134905,demand_initial_staff
497,885625,demand_short_staff
498,128154,demand_short_staff
499,295041,demand_initial_staff
500,295734,demand_initial_staff
501,323574,demand_initial_staff
502,966591,
503,747327,
504,300822,demand_initial_staff
505,292193,demand_short_staff
506,682240,demand_initial_staff
507,635264,demand_initial_staff
508,806483,demand_short_staff
509,684271,demand_short_staff
510,296984,demand_initial_staff
511,279127,demand_short_staff
512,134942,demand_short_staff
513,684271,demand_short_staff
514,322313,demand_initial_staff
515,219404,demand_initial_staff
516,228175,demand_initial_staff
517,106067,demand_initial_staff
518,99161,demand_initial_staff
519,512310,demand_initial_staff
520,272186,demand_initial_staff
521,279127,demand_short_staff
522,32602,
523,111202,demand_short_staff
524,130671,demand_short_staff
525,5462,demand_initial_staff
526,594372,demand_initial_staff
527,1081497,demand_initial_staff
528,849504,demand_initial_staff
529,396241,demand_initial_staff
530,161985,
531,134265,demand_initial_staff
532,1120547,demand_initial_staff
533,615253,demand_short_staff
534,972499,demand_initial_staff
535,451239,demand_initial_staff
536,330971,demand_initial_staff
537,1125498,
538,32602,demand_short_staff
539,120728,demand_initial_staff
540,1120547,demand_initial_staff
541,685237,demand_initial_staff
542,26682,demand_initial_staff
543,741303,demand_initial_staff
544,519,
545,525237,demand_short_staff
546,68287,
547,131327,demand_initial_staff
548,285690,demand_initial_staff
549,133428,
550,294111,demand_initial_staff
551,659276,
552,684271,demand_short_staff
553,706087,demand_initial_staff
554,780518,demand_initial_staff
555,508275,demand_short_staff
556,1023612,demand_initial_staff
557,566237,demand_initial_staff
558,594372,demand_initial_staff
559,27912,demand_initial_staff
560,5008,demand_initial_staff
561,485,
562,1066638,demand_initial_staff
563,172511,
564,234062,demand_initial_staff
565,1127501,demand_initial_staff
566,412343,demand_initial_staff
567,172511,demand_short_staff
568,106067,demand_initial_staff
569,615253,demand_initial_staff
570,156765,demand_initial_staff
571,778504,demand_initial_staff
572,299032,demand_initial_staff
573,120728,demand_initial_staff
574,1163513,demand_initial_staff
575,189217,demand_initial_staff
576,274134,
577,258836,demand_initial_staff
578,233994,demand_short_staff
579,1036537,demand_initial_staff
580,525237,
581,179095,demand_initial_staff
582,972499,demand_initial_staff
583,442410,
584,134942,demand_short_staff
585,825704,
586,615253,demand_short_staff
587,171255,demand_initial_staff
588,999515,demand_initial_staff
589,263066,demand_initial_staff
590,791430,
591,331513,demand_initial_staff
592,6953,demand_initial_staff
593,642395,demand_initial_staff
594,1125523,
595,32602,demand_initial_staff
596,68357,demand_short_staff
597,285690,demand_initial_staff
598,785539,demand_initial_staff
599,120728,demand_initial_staff
600,1120547,demand_initial_staff
601,197852,
602,292813,demand_short_staff
603,285690,demand_initial_staff
604,597306,demand_initial_staff
605,333626,demand_initial_staff
606,1054551,demand_initial_staff
607,212934,demand_initial_staff
608,292193,demand_short_staff
609,286434,demand_initial_staff
610,922496,demand_short_staff
611,840582,demand_initial_staff
612,6953,demand_initial_staff
613,9115,demand_initial_staff
614,605475,demand_initial_staff
615,804487,demand_initial_staff
616,806483,demand_short_staff
617,148410,demand_initial_staff
618,426444,demand_initial_staff
619,1155551,
620,327276,demand_initial_staff
621,966530,demand_initial_staff
622,171255,demand_initial_staff
623,999513,demand_short_staff
624,885625,demand_short_staff
625,838621,demand_initial_staff
626,271215,demand_initial_staff
627,791430,demand_initial_staff
628,260739,demand_initial_staff
629,921530,
630,1100548,demand_initial_staff
631,682240,demand_short_staff
632,6953,demand_initial_staff
633,139717,demand_initial_staff
634,311654,demand_initial_staff
635,201147,demand_initial_staff
636,418233,demand_initial_staff
637,193281,demand_initial_staff
638,877521,demand_initial_staff
639,219404,demand_initial_staff
640,219404,demand_initial_staff
641,838692,demand_initial_staff
642,532280,demand_short_staff
643,131815,demand_initial_staff
644,525279,demand_initial_staff
645,234062,demand_initial_staff
646,234062,demand_short_staff
647,313896,
648,312296,demand_initial_staff
649,268970,
650,532280,demand_initial_staff
651,233977,demand_initial_staff
652,303826,demand_short_staff
653,512310,demand_initial_staff
654,1093500,demand_initial_staff
655,1120514,
656,179095,demand_initial_staff
657,1120547,demand_initial_staff
658,275506,demand_short_staff
659,1095687,demand_aa_staff
660,615253,demand_initial_staff
661,312296,demand_initial_staff
662,248577,demand_initial_staff
663,251152,demand_initial_staff
664,5527,demand_initial_staff
665,311670,
666,325745,demand_initial_staff
667,1120547,
668,276940,demand_initial_staff
669,303826,demand_short_staff
670,69117,demand_initial_staff
671,233994,demand_short_staff
672,425315,demand_short_staff
673,106067,
674,1100548,demand_initial_staff
675,966531,
676,611269,demand_initial_staff
677,966591,demand_initial_staff
678,306715,demand_short_staff
679,312296,demand_initial_staff
680,1083512,demand_initial_staff
681,299032,demand_initial_staff
682,172511,demand_initial_staff
683,176014,demand_initial_staff
684,967526,demand_aa_staff
685,238203,demand_initial_staff
686,167244,demand_initial_staff
687,24734,demand_initial_staff
688,885625,demand_short_staff
689,807435,
690,303826,demand_short_staff
691,308921,demand_initial_staff
692,6953,demand_short_staff
693,999513,demand_short_staff
694,332312,demand_initial_staff
695,966531,
696,849504,demand_initial_staff
697,6953,demand_short_staff
698,769460,demand_initial_staff
699,519,demand_short_staff
700,807435,demand_initial_staff
701,597306,demand_initial_staff
702,213667,demand_initial_staff
703,134880,demand_initial_staff
704,179095,demand_initial_staff
705,789437,demand_initial_staff
706,312296,demand_short_staff
707,12509,demand_initial_staff
708,851550,demand_initial_staff
709,789468,
710,682257,demand_short_staff
711,741303,demand_initial_staff
712,922496,demand_short_staff
713,259610,
714,1054552,demand_initial_staff
715,848514,demand_initial_staff
716,296984,demand_initial_staff
717,153870,demand_initial_staff
718,682257,demand_short_staff
719,1029537,demand_initial_staff
720,130671,
721,1125498,
722,130671,demand_short_staff
723,475334,demand_initial_staff
724,1125523,
725,741303,demand_initial_staff
726,3738,demand_short_staff
727,306715,
728,245290,demand_initial_staff
729,405245,demand_initial_staff
730,597306,demand_initial_staff
731,922496,demand_short_staff
732,128215,
733,288418,demand_initial_staff
734,936508,demand_short_staff
735,1120514,demand_initial_staff
736,749430,demand_initial_staff
737,512310,demand_initial_staff
738,201091,demand_initial_staff
739,1023612,demand_initial_staff
740,927565,demand_initial_staff
741,7460,demand_short_staff
742,701032,demand_short_staff
743,172511,demand_initial_staff
744,972501,demand_initial_staff
745,14293,demand_short_staff
746,2343,demand_short_staff
747,5008,demand_initial_staff
748,789468,demand_initial_staff
749,504239,
750,808405,demand_initial_staff
751,749271,demand_short_staff
752,248577,demand_initial_staff
753,1098598,
754,1100548,demand_initial_staff
755,134880,demand_initial_staff
756,134880,demand_initial_staff
757,778504,demand_initial_staff
758,597306,demand_initial_staff
759,5006,demand_short_staff
760,290203,demand_short_staff
761,26682,
762,330971,demand_short_staff
763,611269,demand_initial_staff
764,292193,demand_initial_staff
765,234861,
766,1127501,
767,885625,demand_initial_staff
768,538,
769,26682,demand_initial_staff
770,127981,demand_initial_staff
771,85322,demand_short_staff
772,512310,demand_short_staff
773,741303,demand_initial_staff
774,5006,demand_initial_staff
775,741303,demand_initial_staff
776,272186,demand_short_staff
777,32602,
778,6802,demand_initial_staff
779,921530,demand_initial_staff
780,597,
781,260739,demand_initial_staff
782,272186,demand_short_staff
783,1023612,demand_initial_staff
784,783331,demand_initial_staff
785,303826,demand_initial_staff
786,520238,
787,1023612,
788,271215,demand_initial_staff
789,532280,demand_short_staff
790,856527,demand_initial_staff
791,1066638,demand_initial_staff
792,290203,demand_initial_staff
793,425315,
794,199468,
795,296024,demand_initial_staff
796,597306,demand_initial_staff
797,512310,demand_initial_staff
798,181957,demand_initial_staff
799,769448,demand_initial_staff
800,272186,demand_initial_staff
801,130671,demand_short_staff
802,798439,
803,269360,demand_initial_staff
804,187711,demand_initial_staff
805,734258,demand_initial_staff
806,791430,demand_initial_staff
807,691993,demand_initial_staff
808,302058,demand_initial_staff
809,856527,demand_initial_staff
810,258836,demand_initial_staff
811,296984,demand_initial_staff
812,26682,demand_initial_staff
813,139717,demand_initial_staff
814,597306,
815,840507,
816,110942,demand_short_staff
817,311670,demand_short_staff
818,261524,demand_initial_staff
819,504239,demand_short_staff
820,806483,
821,682257,demand_initial_staff
822,322471,
823,529267,demand_initial_staff
824,510241,demand_short_staff
825,179682,demand_initial_staff
826,128948,demand_initial_staff
827,259610,demand_initial_staff
828,288418,demand_initial_staff
829,529272,
830,972501,demand_initial_staff
831,145881,demand_initial_staff
832,806483,demand_short_staff
833,330971,demand_initial_staff
834,91413,
835,972501,demand_initial_staff
836,512310,demand_initial_staff
837,701032,demand_short_staff
838,128154,demand_initial_staff
839,312296,demand_initial_staff
840,285690,demand_short_staff
841,167244,demand_initial_staff
842,5006,demand_initial_staff
843,279127,demand_short_staff
844,171255,demand_initial_staff
845,252192,
846,111004,demand_initial_staff
847,597306,demand_initial_staff
848,197852,
849,247795,demand_initial_staff
850,312296,demand_initial_staff
851,523235,demand_initial_staff
852,130671,demand_initial_staff
853,120728,demand_short_staff
854,682240,demand_initial_staff
855,526318,demand_initial_staff
856,284433,demand_initial_staff
857,328707,demand_initial_staff
858,233726,demand_initial_staff
859,303087,demand_short_staff
860,153870,
861,808405,demand_initial_staff
862,134905,demand_initial_staff
863,120728,demand_initial_staff
864,685368,demand_initial_staff
865,1088512,demand_short_staff
866,682257,demand_initial_staff
867,840582,demand_initial_staff
868,1168723,demand_initial_staff
869,1120514,demand_initial_staff
870,475334,demand_initial_staff
871,292193,demand_short_staff
872,576255,
873,78009,demand_initial_staff
874,1138498,demand_initial_staff
875,304910,demand_initial_staff
876,192222,demand_initial_staff
877,451239,demand_initial_staff
878,685237,demand_short_staff
879,167244,demand_initial_staff
880,135215,demand_initial_staff
881,279127,demand_short_staff
882,1824,demand_short_staff
883,235351,demand_initial_staff
884,212934,demand_initial_staff
885,504239,
886,206526,demand_initial_staff
887,234062,demand_initial_staff
888,1029537,demand_short_staff
889,785539,demand_initial_staff
890,463,
891,789437,demand_initial_staff
892,624282,demand_initial_staff
893,856527,demand_initial_staff
894,1155551,demand_short_staff
895,187711,demand_short_staff
896,475334,demand_state_staff
897,307800,demand_initial_staff
898,396241,demand_initial_staff
899,147558,demand_initial_staff
900,671447,
901,197852,demand_short_staff
902,966530,demand_initial_staff
903,615253,demand_initial_staff
904,512310,demand_initial_staff
905,134942,
906,330971,demand_initial_staff
907,1120514,demand_initial_staff
908,213667,demand_initial_staff
909,298538,demand_initial_staff
910,529267,demand_short_staff
911,296024,demand_state_staff
912,311469,demand_initial_staff
913,263066,demand_initial_staff
914,171255,demand_initial_staff
915,966530,demand_initial_staff
916,32602,demand_initial_staff
917,966531,
918,261539,demand_short_staff
919,178803,demand_initial_staff
920,92995,demand_initial_staff
921,1003521,demand_initial_staff
922,212934,demand_initial_staff
923,618314,demand_short_staff
924,111202,demand_initial_staff
925,682257,demand_short_staff
926,312296,demand_initial_staff
927,941521,demand_initial_staff
928,320596,demand_initial_staff
929,1083512,demand_short_staff
930,611269,demand_short_staff
931,659323,demand_initial_staff
932,130671,demand_short_staff
933,840582,demand_initial_staff
934,139717,demand_initial_staff
935,272186,demand_initial_staff
936,311650,demand_short_staff
937,327130,demand_initial_staff
938,303826,demand_initial_staff
939,272186,demand_initial_staff
940,313896,demand_initial_staff
941,215241,demand_initial_staff
942,144257,demand_initial_staff
943,901521,
944,133428,demand_initial_staff
945,162541,demand_initial_staff
946,199468,
947,260739,demand_initial_staff
948,106067,demand_initial_staff
949,682257,
950,295041,demand_initial_staff
951,106067,
952,276940,demand_initial_staff
953,180502,demand_initial_staff
954,55143,demand_short_staff
955,201091,demand_initial_staff
956,268870,demand_state_staff
957,246360,
958,566237,demand_initial_staff
959,215241,demand_initial_staff
960,512310,demand_initial_staff
961,1096503,demand_initial_staff
962,234062,demand_initial_staff
963,153870,demand_initial_staff
964,521354,demand_initial_staff
965,146003,demand_initial_staff
966,319057,demand_short_staff
967,1120514,demand_initial_staff
968,300822,demand_initial_staff
969,826457,demand_initial_staff
970,236540,demand_initial_staff
971,32602,demand_initial_staff
972,292257,demand_initial_staff
973,5006,demand_initial_staff
974,179095,demand_initial_staff
975,142678,demand_initial_staff
976,296984,demand_initial_staff
977,588,demand_short_staff
978,659323,demand_initial_staff
979,514275,demand_initial_staff
980,885625,demand_short_staff
981,252677,demand_initial_staff
982,750367,demand_short_staff
983,279127,
984,271215,
985,146003,
986,263066,demand_initial_staff
987,246360,demand_short_staff
988,1066638,demand_initial_staff
989,268970,
990,525237,demand_initial_staff
991,187711,demand_initial_staff
992,286434,
993,504239,demand_initial_staff
994,199468,demand_initial_staff
995,972520,demand_initial_staff
996,233782,demand_initial_staff
997,297387,
998,615253,demand_initial_staff
999,258836,demand_initial_staff
1000,791430,demand_initial_staff
1001,296984,demand_initial_staff
1002,140997,demand_initial_staff
1003,878570,demand_initial_staff
1004,611269,demand_short_staff
1005,294111,demand_initial_staff
1006,966591,demand_initial_staff
1007,789468,demand_initial_staff
1008,521354,demand_initial_staff
1009,130671,demand_initial_staff
1010,238961,demand_initial_staff
1011,147220,demand_short_staff
1012,840582,demand_short_staff
1013,142678,demand_initial_staff
1014,228175,
1015,741303,demand_initial_staff
1016,130671,
1017,605475,demand_initial_staff
1018,1066638,demand_initial_staff
1019,749267,
1020,302994,demand_initial_staff
1021,120728,demand_initial_staff
1022,815456,demand_initial_staff
1023,731298,demand_initial_staff
1024,110942,
1025,285690,
1026,597306,demand_initial_staff
1027,966591,demand_initial_staff
1028,127962,demand_initial_staff
1029,248577,demand_initial_staff
1030,2264,demand_aa_staff
1031,967526,demand_aa_staff
1032,279444,
1033,525279,demand_initial_staff
1034,1120514,demand_initial_staff
1035,966591,demand_short_staff
1036,671447,demand_initial_staff
1037,228175,
1038,611269,demand_short_staff
1039,512310,
1040,749271,demand_short_staff
1041,926542,demand_initial_staff
1042,1120537,demand_initial_staff
1043,294111,demand_short_staff
1044,519,
1045,280530,demand_initial_staff
1046,32602,demand_initial_staff
1047,966591,demand_state_staff
1048,263699,demand_initial_staff
1049,6802,demand_short_staff
1050,286434,demand_initial_staff
1051,142678,demand_initial_staff
1052,167244,demand_initial_staff
1053,594372,demand_initial_staff
1054,1120537,demand_initial_staff
1055,1120547,demand_initial_staff
1056,966530,demand_initial_staff
1057,285690,demand_short_staff
1058,615253,demand_initial_staff
1059,204479,demand_initial_staff
1060,246360,demand_short_staff
1061,936508,demand_short_staff
1062,78009,demand_initial_staff
1063,271215,demand_initial_staff
1064,213667,
1065,120728,demand_initial_staff
1066,782336,demand_initial_staff
1067,132823,demand_short_staff
1068,332485,demand_initial_staff
1069,769448,demand_initial_staff
1070,597306,demand_initial_staff
1071,1054549,demand_initial_staff
1072,279127,demand_short_staff
1073,961601,demand_initial_staff
1074,1681,demand_short_staff
1075,235351,demand_initial_staff
1076,605475,
1077,312296,demand_initial_staff
1078,44570,demand_initial_staff
1079,246360,demand_initial_staff
1080,184351,demand_initial_staff
1081,597306,
1082,130856,demand_initial_staff
1083,645,
1084,106067,demand_initial_staff
1085,789468,demand_short_staff
1086,258836,demand_short_staff
1087,922496,
1088,233726,demand_initial_staff
1089,106067,
1090,937585,demand_short_staff
1091,615253,demand_initial_staff
1092,20364,demand_short_staff
1093,110942,demand_short_staff
1094,48688,demand_initial_staff
1095,212934,demand_initial_staff
1096,462273,demand_initial_staff
1097,525237,
